scaler,method,k,n_components,n_neighbors,min_dist,metric,bic,aic,silhouette,calinski_harabasz,davies_bouldin
Quantile (uniform),GMM,5,10,8,0.01,correlation,44996.470417874145,43105.9375,0.32594722509384155,777.255615234375,1.252090825152791
Quantile (uniform),KMeans,5,10,8,0.01,correlation,,,0.37146109342575073,868.3245849609375,1.1437872933143303
Quantile (uniform),GMM,6,10,8,0.01,correlation,37197.26532408142,34927.4765625,0.3552287220954895,812.9265747070312,1.1638856888097215
Quantile (uniform),KMeans,6,10,8,0.01,correlation,,,0.3644097149372101,825.1630859375,1.1316665567505728
Quantile (uniform),GMM,7,10,8,0.01,correlation,33983.09538653869,31334.05078125,0.3669486939907074,761.6590576171875,1.034434465971415
Quantile (uniform),KMeans,7,10,8,0.01,correlation,,,0.37641260027885437,773.5487060546875,1.0061730300578573
Quantile (uniform),GMM,2,10,8,0.01,euclidean,77094.04663675232,76341.28125,0.26589077711105347,640.4428100585938,1.538414323409861
Quantile (uniform),KMeans,2,10,8,0.01,euclidean,,,0.2652945816516876,641.53369140625,1.5458451581237505
Quantile (uniform),GMM,3,10,8,0.01,euclidean,63485.19310545959,62353.171875,0.31225600838661194,627.8482666015625,1.4526974531088177
Quantile (uniform),KMeans,3,10,8,0.01,euclidean,,,0.3189878463745117,650.7012939453125,1.4442460876943732
Quantile (uniform),GMM,4,10,8,0.01,euclidean,49892.17160541687,48380.89453125,0.4025644063949585,1037.876953125,1.0543416368929235
Quantile (uniform),KMeans,4,10,8,0.01,euclidean,,,0.40318411588668823,1040.4183349609375,1.0541301978829418
Quantile (uniform),GMM,5,10,8,0.01,euclidean,39556.032917874145,37665.5,0.43206986784935,1006.6612548828125,1.0316977926051074
Quantile (uniform),KMeans,5,10,8,0.01,euclidean,,,0.43296006321907043,1012.5379028320312,1.0240673839105434
Quantile (uniform),GMM,6,10,8,0.01,euclidean,29785.167667831418,27515.37890625,0.4555356800556183,1085.675537109375,1.0485676913081556
Quantile (uniform),KMeans,6,10,8,0.01,euclidean,,,0.4553601145744324,1087.1290283203125,1.0436513188247107
Quantile (uniform),GMM,7,10,8,0.01,euclidean,23054.462574038695,20405.41796875,0.4676641821861267,1079.4044189453125,0.9688606274383719
Quantile (uniform),KMeans,7,10,8,0.01,euclidean,,,0.4672335386276245,1080.5347900390625,0.9645264404876915
Quantile (uniform),GMM,2,10,8,0.1,correlation,70610.71851175232,69857.953125,0.2625423073768616,764.4442749023438,1.6468760827022602
Quantile (uniform),KMeans,2,10,8,0.1,correlation,,,0.2618265748023987,771.4161376953125,1.6276274691391088
Quantile (uniform),GMM,3,10,8,0.1,correlation,61855.36888670959,60723.34765625,0.2531207501888275,649.2161254882812,1.5763803926751077
Quantile (uniform),KMeans,3,10,8,0.1,correlation,,,0.26257163286209106,677.1189575195312,1.387431911032449
Quantile (uniform),GMM,4,10,8,0.1,correlation,55608.35519916687,54097.078125,0.3505402207374573,865.4190673828125,1.147845720192933
Quantile (uniform),KMeans,4,10,8,0.1,correlation,,,0.3523712456226349,869.4754638671875,1.1429417710569394
Quantile (uniform),GMM,5,10,8,0.1,correlation,46254.978230374145,44364.4453125,0.35625743865966797,802.872802734375,1.4685721784671013
Quantile (uniform),KMeans,5,10,8,0.1,correlation,,,0.3562266230583191,803.8244018554688,1.4595860593898142
Quantile (uniform),GMM,6,10,8,0.1,correlation,39618.99188658142,37349.203125,0.3934517204761505,864.92822265625,1.2635674826289358
Quantile (uniform),KMeans,6,10,8,0.1,correlation,,,0.39443057775497437,873.0447387695312,1.2535008349337275
Quantile (uniform),GMM,7,10,8,0.1,correlation,33065.92741778869,30416.8828125,0.3974485993385315,811.929443359375,1.315755045839905
Quantile (uniform),KMeans,7,10,8,0.1,correlation,,,0.4011710584163666,867.1754760742188,1.2080219417903866
Quantile (uniform),GMM,2,10,8,0.1,euclidean,73287.64038675232,72534.875,0.2688755691051483,682.1478881835938,1.5000810952660355
Quantile (uniform),KMeans,2,10,8,0.1,euclidean,,,0.2688755691051483,682.1478881835938,1.5000810952660355
Quantile (uniform),GMM,3,10,8,0.1,euclidean,57789.72435545959,56657.703125,0.3714694082736969,1052.3564453125,1.1376127496950514
Quantile (uniform),KMeans,3,10,8,0.1,euclidean,,,0.37279170751571655,1058.9139404296875,1.1341352161178826
Quantile (uniform),GMM,4,10,8,0.1,euclidean,48146.55441791687,46635.27734375,0.3788764178752899,1035.4698486328125,1.163357610672625
Quantile (uniform),KMeans,4,10,8,0.1,euclidean,,,0.3818116784095764,1049.2408447265625,1.1511339631461543
Quantile (uniform),GMM,5,10,8,0.1,euclidean,40014.982136624145,38124.44921875,0.39482763409614563,972.7086791992188,1.1223720306943603
Quantile (uniform),KMeans,5,10,8,0.1,euclidean,,,0.3986399471759796,992.325439453125,1.1040016781467652
Quantile (uniform),GMM,6,10,8,0.1,euclidean,34927.46063658142,32657.671875,0.4071936011314392,925.1543579101562,0.9999877056116807
Quantile (uniform),KMeans,6,10,8,0.1,euclidean,,,0.4082670509815216,935.6434326171875,0.9985655640996085
Quantile (uniform),GMM,7,10,8,0.1,euclidean,27223.616870913695,24574.572265625,0.434598445892334,944.9752807617188,1.1414906405869198
Quantile (uniform),KMeans,7,10,8,0.1,euclidean,,,0.43417027592658997,993.7886962890625,1.0340796148322788
Quantile (uniform),GMM,2,10,8,0.2,correlation,72143.29663675232,71390.53125,0.23258495330810547,643.9581909179688,1.7460815853671943
Quantile (uniform),KMeans,2,10,8,0.2,correlation,,,0.2643398344516754,707.793701171875,1.4446978516958373
Quantile (uniform),GMM,3,10,8,0.2,correlation,63656.62279295959,62524.6015625,0.2852233052253723,731.304931640625,1.4431875907412646
Quantile (uniform),KMeans,3,10,8,0.2,correlation,,,0.29256385564804077,761.7920532226562,1.389612270658198
Quantile (uniform),GMM,4,10,8,0.2,correlation,56915.74582416687,55404.46875,0.32138141989707947,772.181396484375,1.2623191342861944
Quantile (uniform),KMeans,4,10,8,0.2,correlation,,,0.3231163024902344,778.71435546875,1.251187565142157
Quantile (uniform),GMM,5,10,8,0.2,correlation,51326.638386624145,49436.10546875,0.32420507073402405,741.2428588867188,1.1788620211792877
Quantile (uniform),KMeans,5,10,8,0.2,correlation,,,0.33023732900619507,764.2825317382812,1.1705776102734309
Quantile (uniform),GMM,6,10,8,0.2,correlation,45051.03876158142,42781.25,0.3434128165245056,747.7232055664062,1.1115636721082642
Quantile (uniform),KMeans,6,10,8,0.2,correlation,,,0.34660401940345764,755.7560424804688,1.0958981767830602
Quantile (uniform),GMM,7,10,8,0.2,correlation,39916.16960528869,37267.125,0.3410932719707489,734.4891967773438,1.1460030900967362
Quantile (uniform),KMeans,7,10,8,0.2,correlation,,,0.3471847474575043,749.0675048828125,1.1277223089751858
Quantile (uniform),GMM,2,10,8,0.2,euclidean,73668.69507425232,72915.9296875,0.26244106888771057,695.85498046875,1.5069833466477074
Quantile (uniform),KMeans,2,10,8,0.2,euclidean,,,0.26462575793266296,697.2071533203125,1.486595292503209
Quantile (uniform),GMM,3,10,8,0.2,euclidean,60344.11888670959,59212.09765625,0.3455657958984375,987.8436889648438,1.1807281396727694
Quantile (uniform),KMeans,3,10,8,0.2,euclidean,,,0.3586219549179077,1033.7239990234375,1.1511827992099108
Quantile (uniform),GMM,4,10,8,0.2,euclidean,53083.10519916687,51571.828125,0.3846278488636017,1078.8385009765625,1.0858184026162607
Quantile (uniform),KMeans,4,10,8,0.2,euclidean,,,0.38275644183158875,1091.3955078125,1.0874658712554575
Quantile (uniform),GMM,5,10,8,0.2,euclidean,47180.376667874145,45289.84375,0.385035902261734,981.4490966796875,1.1222410644898482
Quantile (uniform),KMeans,5,10,8,0.2,euclidean,,,0.38332319259643555,992.1807250976562,1.1261452319516323
Quantile (uniform),GMM,6,10,8,0.2,euclidean,40779.02313658142,38509.234375,0.37944307923316956,920.423095703125,1.0548510967518665
Quantile (uniform),KMeans,6,10,8,0.2,euclidean,,,0.3769564926624298,930.0623779296875,1.0686373059012486
Quantile (uniform),GMM,7,10,8,0.2,euclidean,32651.321949038695,30002.27734375,0.3923718333244324,861.2550048828125,1.4148349512902985
Quantile (uniform),KMeans,7,10,8,0.2,euclidean,,,0.3821234703063965,889.7491455078125,1.26834099624694
Quantile (uniform),GMM,2,10,15,0.01,correlation,34301.22632425232,33548.4609375,0.4541685879230499,2333.6201171875,0.9428933112609129
Quantile (uniform),KMeans,2,10,15,0.01,correlation,,,0.4611707627773285,2396.195556640625,0.9315753433984465
Quantile (uniform),GMM,3,10,15,0.01,correlation,25237.58568358459,24105.564453125,0.44254621863365173,1917.5208740234375,0.9346446574639407
Quantile (uniform),KMeans,3,10,15,0.01,correlation,,,0.443226158618927,1919.6297607421875,0.9327752449595329
Quantile (uniform),GMM,4,10,15,0.01,correlation,16938.14914447937,15426.8720703125,0.39358288049697876,1931.4708251953125,0.979585421281435
Quantile (uniform),KMeans,4,10,15,0.01,correlation,,,0.3948246240615845,1932.7015380859375,0.9742798965831978
Quantile (uniform),GMM,5,10,15,0.01,correlation,8386.867878811643,6496.3349609375,0.39496177434921265,1853.073974609375,1.0363012029081182
Quantile (uniform),KMeans,5,10,15,0.01,correlation,,,0.39825522899627686,1865.19677734375,1.0284376457011462
Quantile (uniform),GMM,6,10,15,0.01,correlation,2728.5116619720434,458.722900390625,0.41352638602256775,1750.2398681640625,0.9441800400113158
Quantile (uniform),KMeans,6,10,15,0.01,correlation,,,0.41495177149772644,1755.1468505859375,0.9424831722688062
Quantile (uniform),GMM,7,10,15,0.01,correlation,-3173.8782462738063,-5822.9228515625,0.4033118784427643,1712.5733642578125,1.0310659622619547
Quantile (uniform),KMeans,7,10,15,0.01,correlation,,,0.4066561162471771,1717.3172607421875,1.0259389804880523
Quantile (uniform),GMM,2,10,15,0.01,euclidean,30168.98804300232,29416.22265625,0.46796706318855286,2522.10986328125,0.908247558027236
Quantile (uniform),KMeans,2,10,15,0.01,euclidean,,,0.4692773222923279,2537.778076171875,0.9024992034654702
Quantile (uniform),GMM,3,10,15,0.01,euclidean,19760.94701170959,18628.92578125,0.4801459312438965,2474.051025390625,0.8559572358928721
Quantile (uniform),KMeans,3,10,15,0.01,euclidean,,,0.48033300042152405,2476.3935546875,0.85611083362878
Quantile (uniform),GMM,4,10,15,0.01,euclidean,11883.519261666868,10372.2421875,0.4277872145175934,2497.744873046875,0.9412012269245233
Quantile (uniform),KMeans,4,10,15,0.01,euclidean,,,0.4269057512283325,2503.11669921875,0.9438930487138212
Quantile (uniform),GMM,5,10,15,0.01,euclidean,4945.181843655393,3054.64892578125,0.3884652554988861,2150.060546875,1.0215916226124286
Quantile (uniform),KMeans,5,10,15,0.01,euclidean,,,0.3892326056957245,2148.566650390625,1.0273809903601494
Quantile (uniform),GMM,6,10,15,0.01,euclidean,-1503.6506915435816,-3773.439453125,0.3964163064956665,2107.18701171875,0.962047369684463
Quantile (uniform),KMeans,6,10,15,0.01,euclidean,,,0.3974496126174927,2122.98193359375,0.9652537854827951
Quantile (uniform),GMM,7,10,15,0.01,euclidean,-6713.410472836306,-9362.455078125,0.4031975567340851,1973.22216796875,0.9010124460260795
Quantile (uniform),KMeans,7,10,15,0.01,euclidean,,,0.4065225422382355,1984.6453857421875,0.8884712897859668
Quantile (uniform),GMM,2,10,15,0.1,correlation,40557.24194925232,39804.4765625,0.42168307304382324,1993.204833984375,1.01550644403573
Quantile (uniform),KMeans,2,10,15,0.1,correlation,,,0.4219004511833191,2004.4798583984375,1.0163285794250732
Quantile (uniform),GMM,3,10,15,0.1,correlation,29995.30638670959,28863.28515625,0.4048753082752228,1619.944091796875,1.0147190448486274
Quantile (uniform),KMeans,3,10,15,0.1,correlation,,,0.40489545464515686,1619.9613037109375,1.0148351888512792
Quantile (uniform),GMM,4,10,15,0.1,correlation,23887.73801166687,22376.4609375,0.34320902824401855,1524.3741455078125,1.1084122132222518
Quantile (uniform),KMeans,4,10,15,0.1,correlation,,,0.3460741341114044,1542.22314453125,1.1145289831476224
Quantile (uniform),GMM,5,10,15,0.1,correlation,18950.628620999145,17060.095703125,0.34133267402648926,1365.7725830078125,1.0576515003672582
Quantile (uniform),KMeans,5,10,15,0.1,correlation,,,0.3419492840766907,1371.7830810546875,1.0425097473466354
Quantile (uniform),GMM,6,10,15,0.1,correlation,11244.777042831418,8974.98828125,0.35331687331199646,1373.757080078125,1.091053241169566
Quantile (uniform),KMeans,6,10,15,0.1,correlation,,,0.35275202989578247,1392.18994140625,1.06482605523457
Quantile (uniform),GMM,7,10,15,0.1,correlation,8567.465503726195,5918.4208984375,0.3520025610923767,1301.9033203125,1.1013185562310162
Quantile (uniform),KMeans,7,10,15,0.1,correlation,,,0.3550574779510498,1322.856201171875,1.0774412596198781
Quantile (uniform),GMM,2,10,15,0.1,euclidean,32817.04273050232,32064.27734375,0.41894105076789856,1982.765380859375,1.0336163528389477
Quantile (uniform),KMeans,2,10,15,0.1,euclidean,,,0.4207422733306885,1996.2781982421875,1.0279910671971155
Quantile (uniform),GMM,3,10,15,0.1,euclidean,21863.57201170959,20731.55078125,0.4410288631916046,1968.3116455078125,0.922938139583731
Quantile (uniform),KMeans,3,10,15,0.1,euclidean,,,0.4422164261341095,1975.0528564453125,0.9225810436517606
Quantile (uniform),GMM,4,10,15,0.1,euclidean,15107.050511666868,13595.7734375,0.40354037284851074,2020.4263916015625,0.9832578305153035
Quantile (uniform),KMeans,4,10,15,0.1,euclidean,,,0.40568169951438904,2031.6859130859375,0.9750058009579656
Quantile (uniform),GMM,5,10,15,0.1,euclidean,9527.084187405393,7636.55126953125,0.36352136731147766,1711.2249755859375,1.0246038662592625
Quantile (uniform),KMeans,5,10,15,0.1,euclidean,,,0.3643483519554138,1714.2279052734375,1.024096298492149
Quantile (uniform),GMM,6,10,15,0.1,euclidean,4194.065006698605,1924.2762451171875,0.3547958731651306,1655.5556640625,1.1138064346229541
Quantile (uniform),KMeans,6,10,15,0.1,euclidean,,,0.35485655069351196,1661.9169921875,1.1145559586374396
Quantile (uniform),GMM,7,10,15,0.1,euclidean,-889.0691642425563,-3538.11376953125,0.3861211836338043,1564.0157470703125,1.001086410515725
Quantile (uniform),KMeans,7,10,15,0.1,euclidean,,,0.38672110438346863,1568.6031494140625,1.002187553263357
Quantile (uniform),GMM,2,10,15,0.2,correlation,39251.73804300232,38498.97265625,0.37996551394462585,1582.69580078125,1.1538009592803655
Quantile (uniform),KMeans,2,10,15,0.2,correlation,,,0.38075515627861023,1604.3873291015625,1.139128734148907
Quantile (uniform),GMM,3,10,15,0.2,correlation,30616.75755858459,29484.736328125,0.3704395890235901,1348.265625,1.0507394274838262
Quantile (uniform),KMeans,3,10,15,0.2,correlation,,,0.37321707606315613,1369.4208984375,1.0525904295479362
Quantile (uniform),GMM,4,10,15,0.2,correlation,24869.56418354187,23358.287109375,0.3242485523223877,1295.3720703125,1.202224763900706
Quantile (uniform),KMeans,4,10,15,0.2,correlation,,,0.33857396245002747,1337.830322265625,1.1351511980027529
Quantile (uniform),GMM,5,10,15,0.2,correlation,19023.042683499145,17132.509765625,0.33218473196029663,1223.5054931640625,1.1749879517324484
Quantile (uniform),KMeans,5,10,15,0.2,correlation,,,0.3401620388031006,1263.14599609375,1.141837628447655
Quantile (uniform),GMM,6,10,15,0.2,correlation,13676.774113143918,11406.9853515625,0.3247840702533722,1134.6435546875,1.171036379863157
Quantile (uniform),KMeans,6,10,15,0.2,correlation,,,0.34092533588409424,1180.482421875,1.1235175830594322
Quantile (uniform),GMM,7,10,15,0.2,correlation,10266.204761538695,7617.16015625,0.3321182131767273,1092.0408935546875,1.1999802414643759
Quantile (uniform),KMeans,7,10,15,0.2,correlation,,,0.33657243847846985,1108.740966796875,1.185018699591603
Quantile (uniform),GMM,2,10,15,0.2,euclidean,36125.73023050232,35372.96484375,0.39013412594795227,1750.076171875,1.1026221633912319
Quantile (uniform),KMeans,2,10,15,0.2,euclidean,,,0.3939366638660431,1769.8382568359375,1.097200746874805
Quantile (uniform),GMM,3,10,15,0.2,euclidean,25885.89232420959,24753.87109375,0.40067094564437866,1644.526611328125,1.0174165116223597
Quantile (uniform),KMeans,3,10,15,0.2,euclidean,,,0.40440139174461365,1660.6375732421875,1.0066919182393803
Quantile (uniform),GMM,4,10,15,0.2,euclidean,19861.95676166687,18350.6796875,0.34729230403900146,1532.176025390625,1.1512382464660935
Quantile (uniform),KMeans,4,10,15,0.2,euclidean,,,0.35344505310058594,1571.92236328125,1.14005826464345
Quantile (uniform),GMM,5,10,15,0.2,euclidean,14734.987995999143,12844.455078125,0.2869983911514282,1278.1993408203125,1.245939494468293
Quantile (uniform),KMeans,5,10,15,0.2,euclidean,,,0.31341230869293213,1367.9014892578125,1.1825717813856496
Quantile (uniform),GMM,6,10,15,0.2,euclidean,9428.829777206418,7159.041015625,0.2936970591545105,1166.8746337890625,1.2421470628750682
Quantile (uniform),KMeans,6,10,15,0.2,euclidean,,,0.3176889717578888,1254.4320068359375,1.2065272635903057
Quantile (uniform),GMM,7,10,15,0.2,euclidean,7570.855640444944,4921.81103515625,0.2961898744106293,1057.682373046875,1.1953157247947301
Quantile (uniform),KMeans,7,10,15,0.2,euclidean,,,0.31076347827911377,1094.1917724609375,1.1522294573168703
Quantile (uniform),GMM,2,10,30,0.01,correlation,4714.827154330444,3962.061767578125,0.45034804940223694,2426.305908203125,0.8966753786895257
Quantile (uniform),KMeans,2,10,30,0.01,correlation,,,0.45432960987091064,2501.370361328125,0.9003911811579004
Quantile (uniform),GMM,3,10,30,0.01,correlation,-6069.696542977907,-7201.7177734375,0.3723691999912262,1916.5621337890625,1.1879346597766605
Quantile (uniform),KMeans,3,10,30,0.01,correlation,,,0.3713900148868561,2004.4664306640625,1.102106144085563
Quantile (uniform),GMM,4,10,30,0.01,correlation,-11872.254175833132,-13383.53125,0.3717048168182373,1863.26708984375,1.0463079011236782
Quantile (uniform),KMeans,4,10,30,0.01,correlation,,,0.3769952356815338,1884.005859375,1.0348757945398757
Quantile (uniform),GMM,5,10,30,0.01,correlation,-20111.301066500855,-22001.833984375,0.4105929434299469,2138.33349609375,0.8869029086303202
Quantile (uniform),KMeans,5,10,30,0.01,correlation,,,0.4173131287097931,2180.153076171875,0.8782568325409109
Quantile (uniform),GMM,6,10,30,0.01,correlation,-27980.609675918582,-30250.3984375,0.4310210943222046,2169.06640625,0.9289845735689618
Quantile (uniform),KMeans,6,10,30,0.01,correlation,,,0.43367674946784973,2206.455078125,0.9171076273992135
Quantile (uniform),GMM,7,10,30,0.01,correlation,-32748.510082211305,-35397.5546875,0.4432273209095001,2370.1572265625,0.8614493149253122
Quantile (uniform),KMeans,7,10,30,0.01,correlation,,,0.449258029460907,2392.180419921875,0.8450376356460613
Quantile (uniform),GMM,2,10,30,0.01,euclidean,-2876.5497987945564,-3629.315185546875,0.44485196471214294,2453.399169921875,0.9119781886677616
Quantile (uniform),KMeans,2,10,30,0.01,euclidean,,,0.4488258957862854,2489.31591796875,0.9068264370523443
Quantile (uniform),GMM,3,10,30,0.01,euclidean,-14421.909433602907,-15553.9306640625,0.40733665227890015,2226.5625,0.949332657395395
Quantile (uniform),KMeans,3,10,30,0.01,euclidean,,,0.4079257547855377,2271.085205078125,0.9596957772814511
Quantile (uniform),GMM,4,10,30,0.01,euclidean,-22735.83230083313,-24247.109375,0.4040102958679199,2253.81396484375,0.9199196528612303
Quantile (uniform),KMeans,4,10,30,0.01,euclidean,,,0.41674259305000305,2316.469970703125,0.9087500375881801
Quantile (uniform),GMM,5,10,30,0.01,euclidean,-28927.867472750855,-30818.400390625,0.4007471203804016,2339.967041015625,0.9193869032051223
Quantile (uniform),KMeans,5,10,30,0.01,euclidean,,,0.4062466621398926,2373.52978515625,0.9068841167615975
Quantile (uniform),GMM,6,10,30,0.01,euclidean,-35000.33623841858,-37270.125,0.3799998164176941,2142.36572265625,0.9578946652746466
Quantile (uniform),KMeans,6,10,30,0.01,euclidean,,,0.3814016878604889,2166.974365234375,0.9688751934693487
Quantile (uniform),GMM,7,10,30,0.01,euclidean,-39204.91633221131,-41853.9609375,0.38269975781440735,2160.154052734375,0.9984932313334011
Quantile (uniform),KMeans,7,10,30,0.01,euclidean,,,0.38448551297187805,2187.516845703125,1.0060120941066797
Quantile (uniform),GMM,2,10,30,0.1,correlation,12398.952886752319,11646.1875,0.41209644079208374,1995.6300048828125,0.9762233377903098
Quantile (uniform),KMeans,2,10,30,0.1,correlation,,,0.41958364844322205,2090.83349609375,0.9743840917000303
Quantile (uniform),GMM,3,10,30,0.1,correlation,1428.5212304595934,296.5,0.34023523330688477,1626.652099609375,1.2248386384368597
Quantile (uniform),KMeans,3,10,30,0.1,correlation,,,0.34402891993522644,1667.2265625,1.178108572271505
Quantile (uniform),GMM,4,10,30,0.1,correlation,-3540.3791758331317,-5051.65625,0.3498830795288086,1578.1185302734375,1.135897815970221
Quantile (uniform),KMeans,4,10,30,0.1,correlation,,,0.3574877083301544,1652.1522216796875,1.1109975035486457
Quantile (uniform),GMM,5,10,30,0.1,correlation,-8379.457316500857,-10269.990234375,0.3395173251628876,1553.4339599609375,1.020122231805892
Quantile (uniform),KMeans,5,10,30,0.1,correlation,,,0.35523849725723267,1675.5042724609375,1.0445027510330684
Quantile (uniform),GMM,6,10,30,0.1,correlation,-13887.078425918582,-16156.8671875,0.3816932737827301,1708.5960693359375,0.981601973953896
Quantile (uniform),KMeans,6,10,30,0.1,correlation,,,0.38501864671707153,1724.5997314453125,0.9836889782589138
Quantile (uniform),GMM,7,10,30,0.1,correlation,-19017.435863461305,-21666.48046875,0.39625459909439087,1792.53173828125,0.9820624245469615
Quantile (uniform),KMeans,7,10,30,0.1,correlation,,,0.3990756571292877,1804.48974609375,0.981808286460916
Quantile (uniform),GMM,2,10,30,0.1,euclidean,280.0044004241936,-472.760986328125,0.43021732568740845,2333.423095703125,0.9439312075420893
Quantile (uniform),KMeans,2,10,30,0.1,euclidean,,,0.4352636933326721,2377.618896484375,0.9395188372296459
Quantile (uniform),GMM,3,10,30,0.1,euclidean,-7516.562753915407,-8648.583984375,0.3534434139728546,1872.5528564453125,1.0621914338410308
Quantile (uniform),KMeans,3,10,30,0.1,euclidean,,,0.37497246265411377,1997.6551513671875,1.0299049324660794
Quantile (uniform),GMM,4,10,30,0.1,euclidean,-15797.015894583132,-17308.29296875,0.35615596175193787,1854.036865234375,1.0295683577902737
Quantile (uniform),KMeans,4,10,30,0.1,euclidean,,,0.3885384500026703,2034.1441650390625,0.9870967129551589
Quantile (uniform),GMM,5,10,30,0.1,euclidean,-20229.674113375855,-22120.20703125,0.3703455626964569,2001.8118896484375,1.0078744614000572
Quantile (uniform),KMeans,5,10,30,0.1,euclidean,,,0.37436994910240173,2045.3233642578125,1.0048969915577304
Quantile (uniform),GMM,6,10,30,0.1,euclidean,-23337.584285293582,-25607.373046875,0.3632599711418152,1758.585205078125,1.0840195216704178
Quantile (uniform),KMeans,6,10,30,0.1,euclidean,,,0.3702640235424042,1826.978759765625,1.0937238646985
Quantile (uniform),GMM,7,10,30,0.1,euclidean,-28508.551097836305,-31157.595703125,0.3541630208492279,1679.663330078125,1.0760337180544348
Quantile (uniform),KMeans,7,10,30,0.1,euclidean,,,0.3640981912612915,1738.1080322265625,1.097708794017801
Quantile (uniform),GMM,2,10,30,0.2,correlation,17612.56421487732,16859.798828125,0.3642132580280304,1611.3265380859375,1.1377017205278104
Quantile (uniform),KMeans,2,10,30,0.2,correlation,,,0.3922145962715149,1838.1317138671875,1.0684898868495654
Quantile (uniform),GMM,3,10,30,0.2,correlation,8905.558339834593,7773.537109375,0.3106616139411926,1379.8648681640625,1.2642531464492066
Quantile (uniform),KMeans,3,10,30,0.2,correlation,,,0.3279665410518646,1488.066650390625,1.1847168669545052
Quantile (uniform),GMM,4,10,30,0.2,correlation,4632.411351510618,3121.13427734375,0.3296715319156647,1471.6859130859375,1.1201464900844682
Quantile (uniform),KMeans,4,10,30,0.2,correlation,,,0.34507882595062256,1532.9539794921875,1.084799386162636
Quantile (uniform),GMM,5,10,30,0.2,correlation,1261.3332108428935,-629.19970703125,0.3120191991329193,1403.3060302734375,1.1350522309235997
Quantile (uniform),KMeans,5,10,30,0.2,correlation,,,0.33433249592781067,1499.295166015625,1.097429152035137
Quantile (uniform),GMM,6,10,30,0.2,correlation,-4154.618953262332,-6424.40771484375,0.32949405908584595,1372.384521484375,1.0941739232148777
Quantile (uniform),KMeans,6,10,30,0.2,correlation,,,0.3396482765674591,1424.0716552734375,1.073930602128587
Quantile (uniform),GMM,7,10,30,0.2,correlation,-6379.275707211306,-9028.3203125,0.32314395904541016,1228.7923583984375,1.0513269087126453
Quantile (uniform),KMeans,7,10,30,0.2,correlation,,,0.32345250248908997,1256.3941650390625,1.0520141455699556
Quantile (uniform),GMM,2,10,30,0.2,euclidean,7306.426031283569,6553.66064453125,0.3668479919433594,1721.4964599609375,1.0732109562990133
Quantile (uniform),KMeans,2,10,30,0.2,euclidean,,,0.3932127356529236,1936.2813720703125,1.0428323025128485
Quantile (uniform),GMM,3,10,30,0.2,euclidean,-423.1425878997816,-1555.163818359375,0.33659398555755615,1560.562744140625,1.1294169809202688
Quantile (uniform),KMeans,3,10,30,0.2,euclidean,,,0.3392091691493988,1582.4813232421875,1.1343821779625367
Quantile (uniform),GMM,4,10,30,0.2,euclidean,-6449.976832083132,-7961.25390625,0.35209891200065613,1554.588623046875,1.0097690648704116
Quantile (uniform),KMeans,4,10,30,0.2,euclidean,,,0.36212611198425293,1618.7216796875,1.0012836142452366
Quantile (uniform),GMM,5,10,30,0.2,euclidean,-9865.754191500857,-11756.287109375,0.32749950885772705,1571.87744140625,1.0885996671143168
Quantile (uniform),KMeans,5,10,30,0.2,euclidean,,,0.3330792784690857,1618.401123046875,1.0548563385864909
Quantile (uniform),GMM,6,10,30,0.2,euclidean,-14085.941707168582,-16355.73046875,0.312857985496521,1426.61279296875,1.128944443676162
Quantile (uniform),KMeans,6,10,30,0.2,euclidean,,,0.3231048583984375,1468.65625,1.116767474871411
Quantile (uniform),GMM,7,10,30,0.2,euclidean,-14700.510082211305,-17349.5546875,0.3061782419681549,1225.9278564453125,1.0792529755932008
Quantile (uniform),KMeans,7,10,30,0.2,euclidean,,,0.31403255462646484,1258.0770263671875,1.0684903150997116
Power (Yeo-Johnson),GMM,2,3,8,0.01,correlation,37291.718775082394,37182.5390625,0.3243991434574127,1108.3504638671875,1.3564716471443756
Power (Yeo-Johnson),KMeans,2,3,8,0.01,correlation,,,0.32888054847717285,1125.4298095703125,1.3405632656263544
Power (Yeo-Johnson),GMM,3,3,8,0.01,correlation,36105.23646920471,35938.59375,0.361775279045105,1259.3211669921875,1.032477737301714
Power (Yeo-Johnson),KMeans,3,3,8,0.01,correlation,,,0.35284367203712463,1319.24267578125,1.0307106634502532
Power (Yeo-Johnson),GMM,4,3,8,0.01,correlation,35426.64088207702,35202.53515625,0.4007534980773926,1517.7685546875,0.9706878701747637
Power (Yeo-Johnson),KMeans,4,3,8,0.01,correlation,,,0.4203529953956604,1606.0189208984375,0.9097277449384349
Power (Yeo-Johnson),GMM,5,3,8,0.01,correlation,35480.07654494934,35198.5078125,0.3779304027557373,1353.05078125,1.058045923152384
Power (Yeo-Johnson),KMeans,5,3,8,0.01,correlation,,,0.37502992153167725,1345.239013671875,1.0394037620226726
Power (Yeo-Johnson),GMM,6,3,8,0.01,correlation,34887.45361407165,34548.421875,0.3299253284931183,1151.91552734375,1.1881633975029249
Power (Yeo-Johnson),KMeans,6,3,8,0.01,correlation,,,0.3335968554019928,1251.852783203125,1.0963793409211948
Power (Yeo-Johnson),GMM,7,3,8,0.01,correlation,34300.23693319397,33903.7421875,0.29914531111717224,1153.857666015625,1.242027990609617
