iteration,scaler,n_features,features,n_clusters,silhouette,calinski_harabasz,davies_bouldin
179,Robust,10,"['macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'sector_momentum_dispersion', 'sector_ma_ratio_spread', 'eq_idx_macd_diff_mean', 'glob_eq_rsi_mean', 'glob_eq_vol_skew', 'glob_eq_ret20d_std', 'commod_trend_strength', 'rsi_diff_qqq_spy']",4,0.4385877549648285,1766.6832275390625,0.8813125985548976
121,Robust,7,"['commod_trend_strength', 'eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'commod_momentum_slope', 'rsi_diff_qqq_spy', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy']",3,0.438193142414093,1975.236572265625,0.9209264305969773
15,Standard,7,"['rsi_diff_qqq_spy', 'commod_momentum_slope', 'commod_trend_strength', 'eq_idx_macd_diff_mean', 'sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy']",4,0.43760010600090027,3467.838134765625,0.8577193229726411
168,Robust,8,"['rsi_diff_qqq_spy', 'commod_momentum_slope', 'macd_diff_lqd_spy', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean', 'commod_trend_strength', 'eq_idx_macd_diff_mean', 'sector_ma_ratio_spread']",4,0.4374452531337738,1596.5347900390625,0.8141721619990465
96,Standard,6,"['macd_diff_lqd_spy', 'eq_idx_macd_diff_mean', 'glob_eq_vol_skew', 'commod_momentum_slope', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend']",3,0.4364160895347595,1945.5562744140625,0.9478844563256975
122,Standard,6,"['macd_diff_lqd_spy', 'rsi_diff_qqq_spy', 'commod_momentum_slope', 'sector_ma_ratio_spread', 'glob_eq_rsi_mean', 'eq_idx_ret5d_mean']",4,0.4363578259944916,1991.9139404296875,0.8873219850430987
156,Robust,9,"['commod_trend_strength', 'glob_eq_rsi_mean', 'macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'sector_momentum_dispersion', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean', 'eq_idx_macd_diff_mean', 'commod_momentum_slope']",4,0.4360780715942383,2035.6097412109375,0.7507164460200227
112,Robust,10,"['commod_trend_strength', 'macd_diff_lqd_spy', 'sector_ma_ratio_spread', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'glob_eq_ret20d_std', 'commod_momentum_slope', 'glob_eq_vol_skew']",3,0.43561622500419617,1651.130615234375,0.9310099776038153
56,Robust,5,"['usd_vs_fxe_fxy_trend', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'sector_ma_ratio_spread']",4,0.43531349301338196,1910.7652587890625,0.9368198904005856
165,Standard,9,"['glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'macd_diff_lqd_spy', 'sector_ma_ratio_spread', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend', 'rsi_diff_qqq_spy', 'sector_momentum_dispersion', 'glob_eq_rsi_mean']",4,0.43530145287513733,1759.9993896484375,1.0097073977752862
31,Robust,5,"['usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean', 'rsi_diff_qqq_spy', 'commod_momentum_slope']",4,0.43464958667755127,1490.124267578125,0.8834596935889736
22,Standard,10,"['sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'rsi_diff_qqq_spy', 'commod_trend_strength', 'glob_eq_vol_skew', 'glob_eq_ret20d_std', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'eq_idx_macd_diff_mean']",4,0.4346044361591339,2817.050537109375,0.976303535542974
56,Standard,5,"['usd_vs_fxe_fxy_trend', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'eq_idx_ret5d_mean', 'sector_ma_ratio_spread']",3,0.43451544642448425,2122.506591796875,0.8196356085403185
43,Standard,10,"['commod_momentum_slope', 'eq_idx_macd_diff_mean', 'glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean', 'sector_ma_ratio_spread', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean']",4,0.4338260591030121,2203.779541015625,0.8145895710899708
127,Robust,9,"['macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'eq_idx_ret5d_mean', 'sector_ma_ratio_spread']",3,0.4337802827358246,1885.1224365234375,0.8783881635860663
137,Robust,9,"['sector_momentum_dispersion', 'glob_eq_rsi_mean', 'commod_trend_strength', 'eq_idx_macd_diff_mean', 'glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'rsi_diff_qqq_spy', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean']",4,0.43306753039360046,1911.1751708984375,0.9266128746112954
59,Standard,5,"['glob_eq_vol_skew', 'glob_eq_rsi_mean', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend', 'sector_momentum_dispersion']",4,0.43283015489578247,2052.889892578125,1.0136014195220628
57,Standard,7,"['usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'commod_trend_strength', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion']",4,0.4327176809310913,2317.705078125,0.8762772214145843
191,Robust,5,"['sector_momentum_dispersion', 'eq_idx_macd_diff_mean', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend']",3,0.43174153566360474,1869.2001953125,0.9190858852590006
19,Robust,5,"['commod_trend_strength', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'glob_eq_rsi_mean']",3,0.4314325153827667,2059.079345703125,0.9067614920595758
15,Robust,7,"['rsi_diff_qqq_spy', 'commod_momentum_slope', 'commod_trend_strength', 'eq_idx_macd_diff_mean', 'sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy']",3,0.4312267005443573,1747.97314453125,0.9293606133782374
25,Robust,5,"['commod_momentum_slope', 'sector_ma_ratio_spread', 'glob_eq_vol_skew', 'macd_diff_lqd_spy', 'eq_idx_macd_diff_mean']",3,0.4312250316143036,1736.257080078125,0.9010762610486373
100,Robust,5,"['sector_ma_ratio_spread', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std', 'glob_eq_vol_skew']",3,0.4309079945087433,2050.36279296875,1.030811509161813
57,Robust,7,"['usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'commod_trend_strength', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'sector_momentum_dispersion']",3,0.4308635890483856,2302.82861328125,0.9078715384810166
168,Robust,8,"['rsi_diff_qqq_spy', 'commod_momentum_slope', 'macd_diff_lqd_spy', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean', 'commod_trend_strength', 'eq_idx_macd_diff_mean', 'sector_ma_ratio_spread']",3,0.43075668811798096,1723.4798583984375,0.9416191177841681
166,Robust,8,"['macd_diff_lqd_spy', 'commod_trend_strength', 'commod_momentum_slope', 'eq_idx_macd_diff_mean', 'glob_eq_vol_skew', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean']",3,0.43040961027145386,2074.410888671875,0.8714335418881852
145,Robust,9,"['commod_trend_strength', 'eq_idx_macd_diff_mean', 'usd_vs_fxe_fxy_trend', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'sector_ma_ratio_spread', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'macd_diff_lqd_spy']",3,0.4303981363773346,1699.3812255859375,0.9852772776709502
58,Standard,9,"['rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'sector_ma_ratio_spread', 'commod_momentum_slope', 'glob_eq_vol_skew', 'commod_trend_strength', 'glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend']",4,0.43037235736846924,1899.659423828125,0.8709943477826745
93,Robust,9,"['commod_momentum_slope', 'glob_eq_vol_skew', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'commod_trend_strength', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'sector_momentum_dispersion']",4,0.4303011894226074,1699.4920654296875,0.9150918717404408
114,Robust,7,"['glob_eq_vol_skew', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy']",3,0.43009573221206665,1863.9573974609375,0.870707846526475
7,Robust,7,"['glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'rsi_diff_qqq_spy', 'sector_momentum_dispersion', 'commod_momentum_slope', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean']",4,0.4294964075088501,1694.10546875,0.7916981503190549
44,Standard,5,"['glob_eq_vol_skew', 'sector_ma_ratio_spread', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'glob_eq_rsi_mean']",3,0.42917880415916443,2207.7978515625,0.9901582674621906
182,Standard,10,"['glob_eq_ret20d_std', 'commod_momentum_slope', 'eq_idx_macd_diff_mean', 'sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'glob_eq_rsi_mean', 'sector_momentum_dispersion']",3,0.42907145619392395,1762.9832763671875,0.923601124061283
121,Robust,7,"['commod_trend_strength', 'eq_idx_ret5d_mean', 'glob_eq_rsi_mean', 'commod_momentum_slope', 'rsi_diff_qqq_spy', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy']",4,0.42902880907058716,1912.789794921875,1.0284869250073274
200,Robust,9,"['commod_trend_strength', 'glob_eq_vol_skew', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'commod_momentum_slope', 'glob_eq_rsi_mean', 'sector_ma_ratio_spread']",3,0.4284285306930542,1524.442626953125,0.9751018345254928
172,Robust,6,"['glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'commod_trend_strength', 'glob_eq_rsi_mean']",4,0.4284110367298126,2029.2105712890625,0.899141977931904
194,Robust,7,"['eq_idx_ret5d_mean', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'sector_momentum_dispersion', 'eq_idx_macd_diff_mean', 'glob_eq_rsi_mean', 'commod_momentum_slope']",4,0.42826327681541443,1773.6435546875,0.8835667515281604
86,Robust,10,"['glob_eq_ret20d_std', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'sector_ma_ratio_spread', 'glob_eq_rsi_mean', 'commod_trend_strength', 'glob_eq_vol_skew', 'macd_diff_lqd_spy', 'commod_momentum_slope', 'eq_idx_ret5d_mean']",3,0.42772379517555237,1661.456298828125,0.9150497932687546
106,Standard,9,"['glob_eq_rsi_mean', 'macd_diff_lqd_spy', 'sector_ma_ratio_spread', 'sector_momentum_dispersion', 'glob_eq_vol_skew', 'glob_eq_ret20d_std', 'rsi_diff_qqq_spy', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend']",3,0.4276372194290161,1899.1524658203125,0.9176027212581941
40,Standard,9,"['usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'macd_diff_lqd_spy', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean', 'sector_ma_ratio_spread', 'commod_momentum_slope']",3,0.42745867371559143,2301.675537109375,1.0126707950899423
136,Robust,5,"['glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'usd_vs_fxe_fxy_trend', 'sector_ma_ratio_spread']",4,0.4273284673690796,1990.0057373046875,0.846935363989407
64,Robust,9,"['eq_idx_macd_diff_mean', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend', 'sector_momentum_dispersion', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean', 'commod_momentum_slope']",3,0.42732545733451843,1689.3287353515625,0.9492562110696712
89,Robust,5,"['glob_eq_vol_skew', 'sector_ma_ratio_spread', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'rsi_diff_qqq_spy']",3,0.42716896533966064,1601.298828125,0.908740295292036
66,Standard,10,"['sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy', 'glob_eq_ret20d_std', 'commod_trend_strength', 'eq_idx_ret5d_mean', 'glob_eq_vol_skew', 'sector_momentum_dispersion', 'glob_eq_rsi_mean', 'commod_momentum_slope']",4,0.42685770988464355,2456.73291015625,0.8559759428102706
7,Standard,7,"['glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'rsi_diff_qqq_spy', 'sector_momentum_dispersion', 'commod_momentum_slope', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean']",4,0.4265703856945038,1476.7086181640625,0.8192969400501846
138,Robust,8,"['sector_ma_ratio_spread', 'glob_eq_vol_skew', 'commod_momentum_slope', 'glob_eq_rsi_mean', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend']",4,0.4265253245830536,1568.6380615234375,0.9477865886658285
184,Standard,5,"['commod_trend_strength', 'sector_momentum_dispersion', 'commod_momentum_slope', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy']",4,0.426350474357605,2206.550537109375,0.8679745794424139
195,Robust,8,"['glob_eq_rsi_mean', 'sector_momentum_dispersion', 'glob_eq_vol_skew', 'eq_idx_ret5d_mean', 'glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'commod_momentum_slope']",3,0.42610934376716614,1569.781982421875,0.950231233591971
48,Standard,9,"['glob_eq_rsi_mean', 'glob_eq_vol_skew', 'commod_trend_strength', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'eq_idx_macd_diff_mean', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean']",4,0.4251330494880676,2285.836669921875,0.9007277070770561
44,Robust,5,"['glob_eq_vol_skew', 'sector_ma_ratio_spread', 'glob_eq_ret20d_std', 'eq_idx_macd_diff_mean', 'glob_eq_rsi_mean']",4,0.4245377779006958,1910.4085693359375,0.9234188789896159
78,Robust,8,"['eq_idx_macd_diff_mean', 'usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy', 'glob_eq_vol_skew', 'commod_momentum_slope', 'sector_ma_ratio_spread', 'sector_momentum_dispersion', 'glob_eq_rsi_mean']",4,0.42453551292419434,1624.4317626953125,0.8472310945646034
125,Standard,6,"['commod_momentum_slope', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'commod_trend_strength', 'sector_ma_ratio_spread']",3,0.4243873357772827,2219.882080078125,0.9250803114937395
52,Standard,7,"['eq_idx_ret5d_mean', 'commod_trend_strength', 'glob_eq_rsi_mean', 'macd_diff_lqd_spy', 'sector_ma_ratio_spread', 'glob_eq_ret20d_std', 'sector_momentum_dispersion']",3,0.42384979128837585,1788.135986328125,0.8754282393417293
4,Robust,8,"['usd_vs_fxe_fxy_trend', 'eq_idx_macd_diff_mean', 'glob_eq_vol_skew', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'rsi_diff_qqq_spy', 'commod_momentum_slope', 'sector_ma_ratio_spread']",4,0.4236035645008087,1622.2255859375,0.8929135212475279
81,Robust,9,"['glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'eq_idx_ret5d_mean', 'commod_trend_strength', 'sector_ma_ratio_spread', 'glob_eq_ret20d_std', 'commod_momentum_slope']",4,0.4230165183544159,1560.0426025390625,0.8832163655134957
102,Standard,9,"['usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'sector_momentum_dispersion', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'commod_trend_strength', 'sector_ma_ratio_spread']",3,0.42246878147125244,1800.9683837890625,0.9354128472841268
131,Standard,10,"['usd_vs_fxe_fxy_trend', 'sector_momentum_dispersion', 'sector_ma_ratio_spread', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean', 'commod_trend_strength', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'glob_eq_vol_skew']",3,0.4224410653114319,1772.471435546875,0.8871535827166995
111,Robust,7,"['sector_ma_ratio_spread', 'glob_eq_vol_skew', 'usd_vs_fxe_fxy_trend', 'commod_trend_strength', 'eq_idx_macd_diff_mean', 'glob_eq_rsi_mean', 'eq_idx_ret5d_mean']",4,0.42236819863319397,1724.7890625,0.9710269879148182
152,Standard,9,"['glob_eq_vol_skew', 'glob_eq_rsi_mean', 'macd_diff_lqd_spy', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'commod_momentum_slope', 'sector_ma_ratio_spread', 'usd_vs_fxe_fxy_trend', 'eq_idx_ret5d_mean']",3,0.4218290448188782,1615.7525634765625,0.9280072977283309
97,Standard,9,"['usd_vs_fxe_fxy_trend', 'glob_eq_rsi_mean', 'sector_momentum_dispersion', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'commod_momentum_slope', 'eq_idx_macd_diff_mean', 'commod_trend_strength']",3,0.4216521978378296,2276.082275390625,0.9130667950579139
45,Robust,9,"['macd_diff_lqd_spy', 'sector_momentum_dispersion', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'glob_eq_rsi_mean', 'sector_ma_ratio_spread', 'commod_trend_strength', 'glob_eq_vol_skew']",4,0.4216287136077881,1425.3511962890625,1.0312484759070981
93,Standard,9,"['commod_momentum_slope', 'glob_eq_vol_skew', 'sector_ma_ratio_spread', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'commod_trend_strength', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std', 'sector_momentum_dispersion']",3,0.42105695605278015,1784.70947265625,0.925964807853933
144,Standard,6,"['eq_idx_macd_diff_mean', 'usd_vs_fxe_fxy_trend', 'rsi_diff_qqq_spy', 'commod_trend_strength', 'sector_momentum_dispersion', 'glob_eq_rsi_mean']",4,0.4209806025028229,1899.8359375,0.962121081828947
105,Standard,8,"['eq_idx_ret5d_mean', 'glob_eq_ret20d_std', 'rsi_diff_qqq_spy', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend', 'sector_ma_ratio_spread', 'glob_eq_rsi_mean', 'sector_momentum_dispersion']",4,0.42068642377853394,2568.3662109375,0.9454781832920416
80,Standard,8,"['commod_trend_strength', 'glob_eq_rsi_mean', 'macd_diff_lqd_spy', 'eq_idx_macd_diff_mean', 'sector_ma_ratio_spread', 'glob_eq_ret20d_std', 'sector_momentum_dispersion', 'glob_eq_vol_skew']",3,0.42043283581733704,1934.145751953125,0.8551349760374812
55,Standard,6,"['eq_idx_macd_diff_mean', 'macd_diff_lqd_spy', 'sector_momentum_dispersion', 'commod_trend_strength', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend']",3,0.42033055424690247,1891.2928466796875,1.0181621219447288
26,Standard,8,"['glob_eq_ret20d_std', 'sector_ma_ratio_spread', 'sector_momentum_dispersion', 'glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'commod_trend_strength', 'eq_idx_macd_diff_mean']",3,0.4199422001838684,2199.39990234375,1.013353187740978
186,Robust,5,"['commod_trend_strength', 'commod_momentum_slope', 'rsi_diff_qqq_spy', 'sector_momentum_dispersion', 'usd_vs_fxe_fxy_trend']",4,0.41981303691864014,2659.369140625,0.81679432475371
61,Robust,7,"['eq_idx_macd_diff_mean', 'commod_momentum_slope', 'rsi_diff_qqq_spy', 'sector_momentum_dispersion', 'commod_trend_strength', 'glob_eq_vol_skew', 'usd_vs_fxe_fxy_trend']",3,0.4196784198284149,1732.9017333984375,0.9281905419384769
81,Standard,9,"['glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend', 'glob_eq_vol_skew', 'rsi_diff_qqq_spy', 'eq_idx_ret5d_mean', 'commod_trend_strength', 'sector_ma_ratio_spread', 'glob_eq_ret20d_std', 'commod_momentum_slope']",3,0.4190649390220642,1594.9864501953125,0.8583676516793487
100,Standard,5,"['sector_ma_ratio_spread', 'commod_momentum_slope', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std', 'glob_eq_vol_skew']",4,0.4188189208507538,2110.66845703125,0.9807424453477669
185,Robust,10,"['glob_eq_rsi_mean', 'glob_eq_vol_skew', 'commod_trend_strength', 'rsi_diff_qqq_spy', 'usd_vs_fxe_fxy_trend', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean', 'macd_diff_lqd_spy', 'sector_ma_ratio_spread', 'eq_idx_macd_diff_mean']",3,0.41872668266296387,1801.717529296875,0.9077537590288304
58,Robust,9,"['rsi_diff_qqq_spy', 'glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'sector_ma_ratio_spread', 'commod_momentum_slope', 'glob_eq_vol_skew', 'commod_trend_strength', 'glob_eq_rsi_mean', 'usd_vs_fxe_fxy_trend']",4,0.4185088574886322,1476.8248291015625,0.8557597048437597
74,Robust,9,"['glob_eq_rsi_mean', 'glob_eq_vol_skew', 'sector_momentum_dispersion', 'usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'commod_trend_strength', 'eq_idx_macd_diff_mean', 'glob_eq_ret20d_std']",4,0.41827917098999023,1611.8499755859375,0.9260922352780365
102,Robust,9,"['usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'sector_momentum_dispersion', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'commod_trend_strength', 'sector_ma_ratio_spread']",3,0.4181465804576874,2008.1904296875,0.9525335139182524
200,Robust,9,"['commod_trend_strength', 'glob_eq_vol_skew', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'eq_idx_macd_diff_mean', 'rsi_diff_qqq_spy', 'commod_momentum_slope', 'glob_eq_rsi_mean', 'sector_ma_ratio_spread']",4,0.417723685503006,1592.1583251953125,0.9269368829176214
130,Robust,7,"['macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'rsi_diff_qqq_spy', 'eq_idx_ret5d_mean', 'eq_idx_macd_diff_mean', 'glob_eq_rsi_mean', 'glob_eq_ret20d_std']",4,0.4172767400741577,1921.0428466796875,0.9919121878554045
14,Standard,7,"['glob_eq_vol_skew', 'eq_idx_ret5d_mean', 'macd_diff_lqd_spy', 'commod_trend_strength', 'sector_ma_ratio_spread', 'rsi_diff_qqq_spy', 'usd_vs_fxe_fxy_trend']",4,0.4172719419002533,2207.64306640625,0.917098053988879
30,Standard,8,"['sector_momentum_dispersion', 'rsi_diff_qqq_spy', 'macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean', 'sector_ma_ratio_spread']",3,0.4170765280723572,2025.7105712890625,1.110613689365945
102,Robust,9,"['usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'sector_momentum_dispersion', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'rsi_diff_qqq_spy', 'eq_idx_macd_diff_mean', 'commod_trend_strength', 'sector_ma_ratio_spread']",4,0.41695064306259155,2047.826416015625,0.997915497496465
133,Standard,7,"['eq_idx_ret5d_mean', 'glob_eq_vol_skew', 'glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'sector_ma_ratio_spread', 'sector_momentum_dispersion']",3,0.4166875183582306,2209.436767578125,1.0490018687109208
105,Standard,8,"['eq_idx_ret5d_mean', 'glob_eq_ret20d_std', 'rsi_diff_qqq_spy', 'commod_trend_strength', 'usd_vs_fxe_fxy_trend', 'sector_ma_ratio_spread', 'glob_eq_rsi_mean', 'sector_momentum_dispersion']",3,0.41635751724243164,2371.153564453125,0.8822278466519579
91,Robust,6,"['sector_momentum_dispersion', 'glob_eq_vol_skew', 'usd_vs_fxe_fxy_trend', 'commod_momentum_slope', 'eq_idx_ret5d_mean', 'sector_ma_ratio_spread']",4,0.4141194820404053,1727.0418701171875,0.9844825347372925
74,Robust,9,"['glob_eq_rsi_mean', 'glob_eq_vol_skew', 'sector_momentum_dispersion', 'usd_vs_fxe_fxy_trend', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean', 'commod_trend_strength', 'eq_idx_macd_diff_mean', 'glob_eq_ret20d_std']",3,0.4139833450317383,1405.95458984375,0.9872683977673637
133,Standard,7,"['eq_idx_ret5d_mean', 'glob_eq_vol_skew', 'glob_eq_ret20d_std', 'macd_diff_lqd_spy', 'usd_vs_fxe_fxy_trend', 'sector_ma_ratio_spread', 'sector_momentum_dispersion']",4,0.4130707085132599,2318.246337890625,0.9899128135483718
123,Standard,5,"['sector_momentum_dispersion', 'commod_momentum_slope', 'eq_idx_macd_diff_mean', 'macd_diff_lqd_spy', 'eq_idx_ret5d_mean']",3,0.41303473711013794,1654.4139404296875,0.9089981066785523
132,Standard,10,"['commod_momentum_slope', 'glob_eq_ret20d_std', 'eq_idx_ret5d_mean', 'usd_vs_fxe_fxy_trend', 'sector_momentum_dispersion', 'commod_trend_strength', 'glob_eq_vol_skew', 'eq_idx_macd_diff_mean', 'macd_diff_lqd_spy', 'glob_eq_rsi_mean']",4,0.41237568855285645,1446.2305908203125,0.8610066705588673
