scaler,method,k,n_components,n_neighbors,min_dist,metric,bic,aic,silhouette,calinski_harabasz,davies_bouldin
Quantile (uniform),KMeans,5,3,15,0.01,correlation,,,0.4356730282306671,2426.131591796875,0.8785752373940706
Quantile (uniform),GMM,6,3,15,0.01,correlation,28426.334473446655,28087.302734375,0.408359169960022,2214.603515625,0.9004685925833389
Quantile (uniform),KMeans,6,3,15,0.01,correlation,,,0.42577487230300903,2425.37890625,0.9024498203259261
Quantile (uniform),GMM,7,3,15,0.01,correlation,27900.79162069397,27504.296875,0.3880504369735718,2080.440185546875,0.941772801182185
Quantile (uniform),KMeans,7,3,15,0.01,correlation,,,0.4209350347518921,2321.580810546875,0.9301917309381356
Quantile (uniform),GMM,2,3,15,0.01,euclidean,31683.832056332398,31574.65234375,0.4467146396636963,2287.975830078125,0.9344340189053738
Quantile (uniform),KMeans,2,3,15,0.01,euclidean,,,0.4576071500778198,2410.698974609375,0.9234960083357975
Quantile (uniform),GMM,3,3,15,0.01,euclidean,30427.056781704712,30260.4140625,0.45807820558547974,2191.929443359375,0.8874467277613808
Quantile (uniform),KMeans,3,3,15,0.01,euclidean,,,0.45934197306632996,2211.11474609375,0.8736111732313275
Quantile (uniform),GMM,4,3,15,0.01,euclidean,29703.662366452027,29479.556640625,0.4207122027873993,2294.289306640625,0.9130982267485589
Quantile (uniform),KMeans,4,3,15,0.01,euclidean,,,0.425883948802948,2359.864990234375,0.922937123345781
Quantile (uniform),GMM,5,3,15,0.01,euclidean,29121.54138869934,28839.97265625,0.43739792704582214,2171.147705078125,1.0061045923683947
Quantile (uniform),KMeans,5,3,15,0.01,euclidean,,,0.4329465329647064,2225.44970703125,1.0065298082676033
Quantile (uniform),GMM,6,3,15,0.01,euclidean,28254.984864071655,27915.953125,0.45359542965888977,2370.0087890625,0.7602095904211263
Quantile (uniform),KMeans,6,3,15,0.01,euclidean,,,0.46426257491111755,2467.65234375,0.7376718787143929
Quantile (uniform),GMM,7,3,15,0.01,euclidean,27722.82091756897,27326.326171875,0.4328989088535309,2323.895263671875,0.8156502580269633
Quantile (uniform),KMeans,7,3,15,0.01,euclidean,,,0.44541066884994507,2413.282958984375,0.8129358767567038
Quantile (uniform),GMM,2,3,15,0.1,correlation,32272.857446957398,32163.677734375,0.40736863017082214,1902.035400390625,1.0416970296496704
Quantile (uniform),KMeans,2,3,15,0.1,correlation,,,0.41002240777015686,1977.6231689453125,1.0291044900017756
Quantile (uniform),GMM,3,3,15,0.1,correlation,31887.115375454712,31720.47265625,0.33176517486572266,1512.82470703125,1.0826401468239744
Quantile (uniform),KMeans,3,3,15,0.1,correlation,,,0.3459068536758423,1612.192626953125,1.1134650191107764
Quantile (uniform),GMM,4,3,15,0.1,correlation,30765.076428952027,30540.970703125,0.38023436069488525,1816.23291015625,0.9767157540695324
Quantile (uniform),KMeans,4,3,15,0.1,correlation,,,0.38690173625946045,1868.6474609375,0.9945652691154045
Quantile (uniform),GMM,5,3,15,0.1,correlation,30128.11170119934,29846.54296875,0.3901591897010803,1730.8289794921875,0.9875213513993032
Quantile (uniform),KMeans,5,3,15,0.1,correlation,,,0.40550848841667175,1829.27099609375,0.9308901397255992
Quantile (uniform),GMM,6,3,15,0.1,correlation,29708.385254696655,29369.353515625,0.38442462682724,1687.4608154296875,0.9897916894045565
Quantile (uniform),KMeans,6,3,15,0.1,correlation,,,0.4026903808116913,1848.625732421875,0.9649530300373589
Quantile (uniform),GMM,7,3,15,0.1,correlation,29238.31505819397,28841.8203125,0.3843195140361786,1611.2073974609375,0.9298195241935835
Quantile (uniform),KMeans,7,3,15,0.1,correlation,,,0.41102755069732666,1830.9371337890625,0.90523077824603
Quantile (uniform),GMM,2,3,15,0.1,euclidean,31565.779321957398,31456.599609375,0.41913682222366333,1931.727294921875,1.0212163262409724
Quantile (uniform),KMeans,2,3,15,0.1,euclidean,,,0.422713965177536,1989.9560546875,1.0179377018960172
Quantile (uniform),GMM,3,3,15,0.1,euclidean,30654.916156704712,30488.2734375,0.44841820001602173,2021.613037109375,0.8554600337194723
Quantile (uniform),KMeans,3,3,15,0.1,euclidean,,,0.4487858712673187,2035.1669921875,0.8642814289463582
Quantile (uniform),GMM,4,3,15,0.1,euclidean,30166.269788327027,29942.1640625,0.41085031628608704,2047.57568359375,0.9352437231361772
Quantile (uniform),KMeans,4,3,15,0.1,euclidean,,,0.4169289767742157,2088.66455078125,0.9245911411642904
Quantile (uniform),GMM,5,3,15,0.1,euclidean,29305.31091994934,29023.7421875,0.3259773850440979,1305.28125,1.5201665606038706
Quantile (uniform),KMeans,5,3,15,0.1,euclidean,,,0.40327849984169006,2032.0015869140625,0.8820127026923552
Quantile (uniform),GMM,6,3,15,0.1,euclidean,28841.586426571655,28502.5546875,0.30662673711776733,1158.3714599609375,1.556085263483469
Quantile (uniform),KMeans,6,3,15,0.1,euclidean,,,0.388821542263031,1840.479248046875,1.0160491857764937
Quantile (uniform),GMM,7,3,15,0.1,euclidean,28659.72912069397,28263.234375,0.3673636019229889,1740.7137451171875,1.1347563718431206
Quantile (uniform),KMeans,7,3,15,0.1,euclidean,,,0.3925043046474457,1919.6365966796875,1.0610974152262072
Quantile (uniform),GMM,2,3,15,0.2,correlation,32100.796900082398,31991.6171875,0.3934764862060547,1825.9893798828125,1.0502120623077331
Quantile (uniform),KMeans,2,3,15,0.2,correlation,,,0.40388792753219604,1947.9271240234375,1.02471930792376
Quantile (uniform),GMM,3,3,15,0.2,correlation,31319.400531704712,31152.7578125,0.3765585720539093,1633.272705078125,0.9398134116990763
Quantile (uniform),KMeans,3,3,15,0.2,correlation,,,0.3877503573894501,1719.8194580078125,0.9787615300472002
Quantile (uniform),GMM,4,3,15,0.2,correlation,30829.824475827027,30605.71875,0.3616628050804138,1718.9024658203125,1.0554648631024086
Quantile (uniform),KMeans,4,3,15,0.2,correlation,,,0.3649018406867981,1733.76025390625,1.0431255822805314
Quantile (uniform),GMM,5,3,15,0.2,correlation,30737.31873244934,30455.75,0.3447512090206146,1559.1356201171875,0.9905707305474485
Quantile (uniform),KMeans,5,3,15,0.2,correlation,,,0.3578505218029022,1612.184814453125,0.973614372832167
Quantile (uniform),GMM,6,3,15,0.2,correlation,30077.352051571655,29738.3203125,0.3483718931674957,1458.32861328125,0.9346781605627679
Quantile (uniform),KMeans,6,3,15,0.2,correlation,,,0.371053010225296,1571.3204345703125,0.9035882780432415
