scaler,method,k,n_components,n_neighbors,min_dist,metric,min_cluster_size,min_samples,selection_method,bic,aic,silhouette,calinski_harabasz,davies_bouldin
Quantile (uniform),HDBSCAN,25,8,15,0.2,euclidean,30,15,leaf,,,0.505375325679779,1140.2095947265625,0.7334261292463389
Quantile (uniform),HDBSCAN,3,8,15,0.2,euclidean,30,20,eom,,,0.2883245348930359,962.74365234375,1.1462971707696352
Quantile (uniform),HDBSCAN,21,8,15,0.2,euclidean,30,20,leaf,,,0.5128848552703857,1173.46826171875,0.7264393681167653
Quantile (uniform),HDBSCAN,63,8,30,0.01,correlation,10,15,eom,,,0.6759807467460632,4469.63330078125,0.382678262776325
Quantile (uniform),HDBSCAN,67,8,30,0.01,correlation,10,15,leaf,,,0.717646062374115,8026.998046875,0.3761260647020072
Quantile (uniform),HDBSCAN,37,8,30,0.01,correlation,10,20,eom,,,0.6000277996063232,2981.91650390625,0.4658332605304233
Quantile (uniform),HDBSCAN,43,8,30,0.01,correlation,10,20,leaf,,,0.6916145086288452,4163.94921875,0.39995721284164004
Quantile (uniform),HDBSCAN,26,8,30,0.01,correlation,30,15,eom,,,0.5585250854492188,3046.010009765625,0.5736202056702426
Quantile (uniform),HDBSCAN,30,8,30,0.01,correlation,30,15,leaf,,,0.579537570476532,3115.020751953125,0.5864169280998397
Quantile (uniform),HDBSCAN,23,8,30,0.01,correlation,30,20,eom,,,0.5676440000534058,3426.79833984375,0.566430196822706
Quantile (uniform),HDBSCAN,27,8,30,0.01,correlation,30,20,leaf,,,0.5974658131599426,3324.688720703125,0.5458437444205327
Quantile (uniform),HDBSCAN,58,8,30,0.01,euclidean,10,15,eom,,,0.6602011322975159,4307.5693359375,0.4322765561742864
Quantile (uniform),HDBSCAN,64,8,30,0.01,euclidean,10,15,leaf,,,0.6830573081970215,4830.73828125,0.41770666781566934
Quantile (uniform),HDBSCAN,37,8,30,0.01,euclidean,10,20,eom,,,0.6030126214027405,2433.909912109375,0.4624897371614995
Quantile (uniform),HDBSCAN,47,8,30,0.01,euclidean,10,20,leaf,,,0.6851417422294617,4703.60546875,0.4200847752578506
Quantile (uniform),HDBSCAN,21,8,30,0.01,euclidean,30,15,eom,,,0.5099852085113525,2383.6572265625,0.6033757275380591
Quantile (uniform),HDBSCAN,29,8,30,0.01,euclidean,30,15,leaf,,,0.5539037585258484,2732.380859375,0.6271691103654485
Quantile (uniform),HDBSCAN,19,8,30,0.01,euclidean,30,20,eom,,,0.5190596580505371,2512.0087890625,0.593484395917709
Quantile (uniform),HDBSCAN,25,8,30,0.01,euclidean,30,20,leaf,,,0.5769268274307251,2733.1005859375,0.5863133327842894
Quantile (uniform),HDBSCAN,57,8,30,0.1,correlation,10,15,eom,,,0.6331929564476013,2470.135009765625,0.43819842839641476
Quantile (uniform),HDBSCAN,63,8,30,0.1,correlation,10,15,leaf,,,0.6893709897994995,3831.196533203125,0.4124823006381774
Quantile (uniform),HDBSCAN,35,8,30,0.1,correlation,10,20,eom,,,0.5920873880386353,1949.7164306640625,0.5104742291265891
Quantile (uniform),HDBSCAN,38,8,30,0.1,correlation,10,20,leaf,,,0.6232386827468872,2317.156494140625,0.4859239311242273
Quantile (uniform),HDBSCAN,23,8,30,0.1,correlation,30,15,eom,,,0.548514723777771,2129.54443359375,0.6588017088798497
Quantile (uniform),HDBSCAN,25,8,30,0.1,correlation,30,15,leaf,,,0.5645148754119873,2135.529296875,0.6327575430132555
Quantile (uniform),HDBSCAN,17,8,30,0.1,correlation,30,20,eom,,,0.48020821809768677,1324.4346923828125,0.6515821053726869
Quantile (uniform),HDBSCAN,23,8,30,0.1,correlation,30,20,leaf,,,0.5650070905685425,2111.614501953125,0.6220750200650729
Quantile (uniform),HDBSCAN,51,8,30,0.1,euclidean,10,15,eom,,,0.6025488972663879,2200.2705078125,0.4756901416894014
Quantile (uniform),HDBSCAN,59,8,30,0.1,euclidean,10,15,leaf,,,0.6756593585014343,2942.40234375,0.4363438197015497
Quantile (uniform),HDBSCAN,25,8,30,0.1,euclidean,10,20,eom,,,0.4343606233596802,811.3787841796875,0.591691566800658
Quantile (uniform),HDBSCAN,47,8,30,0.1,euclidean,10,20,leaf,,,0.6604527831077576,2782.372802734375,0.45692174919768413
Quantile (uniform),HDBSCAN,21,8,30,0.1,euclidean,30,15,eom,,,0.48069289326667786,1512.3275146484375,0.7103897957974339
Quantile (uniform),HDBSCAN,25,8,30,0.1,euclidean,30,15,leaf,,,0.5236151218414307,1703.513916015625,0.6793528990485918
Quantile (uniform),HDBSCAN,17,8,30,0.1,euclidean,30,20,eom,,,0.4203933775424957,1093.4932861328125,0.7105000914000099
Quantile (uniform),HDBSCAN,23,8,30,0.1,euclidean,30,20,leaf,,,0.5236247777938843,1367.3486328125,0.6691662310995639
Quantile (uniform),HDBSCAN,49,8,30,0.2,correlation,10,15,eom,,,0.5689011216163635,1314.1317138671875,0.5056887682891027
Quantile (uniform),HDBSCAN,51,8,30,0.2,correlation,10,15,leaf,,,0.6527701020240784,2009.9737548828125,0.4707385128071365
Quantile (uniform),HDBSCAN,30,8,30,0.2,correlation,10,20,eom,,,0.5423064827919006,1322.045166015625,0.5757551064482429
Quantile (uniform),HDBSCAN,34,8,30,0.2,correlation,10,20,leaf,,,0.5955029726028442,1509.3641357421875,0.5120274562575199
Quantile (uniform),HDBSCAN,22,8,30,0.2,correlation,30,15,eom,,,0.4511029124259949,1167.9219970703125,0.7683675648753071
Quantile (uniform),HDBSCAN,22,8,30,0.2,correlation,30,15,leaf,,,0.4511029124259949,1167.9219970703125,0.7683675648753071
Quantile (uniform),HDBSCAN,18,8,30,0.2,correlation,30,20,eom,,,0.4778742492198944,1129.0240478515625,0.6880559653020298
Quantile (uniform),HDBSCAN,19,8,30,0.2,correlation,30,20,leaf,,,0.5041276812553406,1296.9058837890625,0.6954819870219393
Quantile (uniform),HDBSCAN,47,8,30,0.2,euclidean,10,15,eom,,,0.5710172653198242,1382.867919921875,0.5295889606104042
Quantile (uniform),HDBSCAN,53,8,30,0.2,euclidean,10,15,leaf,,,0.6301526427268982,1699.7122802734375,0.4808800458140533
Quantile (uniform),HDBSCAN,31,8,30,0.2,euclidean,10,20,eom,,,0.5237367749214172,1059.5753173828125,0.551650105792366
Quantile (uniform),HDBSCAN,38,8,30,0.2,euclidean,10,20,leaf,,,0.6346035003662109,1799.317138671875,0.46497570264605453
Quantile (uniform),HDBSCAN,18,8,30,0.2,euclidean,30,15,eom,,,0.4784511923789978,1278.4073486328125,0.7696757340894739
Quantile (uniform),HDBSCAN,19,8,30,0.2,euclidean,30,15,leaf,,,0.49504974484443665,1194.7740478515625,0.7469139899254373
Quantile (uniform),HDBSCAN,17,8,30,0.2,euclidean,30,20,eom,,,0.5164637565612793,1318.178955078125,0.6457044724272488
Quantile (uniform),HDBSCAN,18,8,30,0.2,euclidean,30,20,leaf,,,0.5272859334945679,1459.800537109375,0.6693228457595131
Quantile (uniform),HDBSCAN,66,10,8,0.01,correlation,10,15,eom,,,0.7317728996276855,5524.08447265625,0.36155332836740156
Quantile (uniform),HDBSCAN,70,10,8,0.01,correlation,10,15,leaf,,,0.7346940040588379,6399.6259765625,0.366830626677007
Quantile (uniform),HDBSCAN,42,10,8,0.01,correlation,10,20,eom,,,0.6463437080383301,2861.96142578125,0.4378685679185422
Quantile (uniform),HDBSCAN,45,10,8,0.01,correlation,10,20,leaf,,,0.7051197290420532,4353.64697265625,0.3902217138644725
Quantile (uniform),HDBSCAN,32,10,8,0.01,correlation,30,15,eom,,,0.6189645528793335,1904.6790771484375,0.5503188628576825
Quantile (uniform),HDBSCAN,34,10,8,0.01,correlation,30,15,leaf,,,0.6269822716712952,2006.94677734375,0.5492672403497948
Quantile (uniform),HDBSCAN,27,10,8,0.01,correlation,30,20,eom,,,0.5730735063552856,1874.6141357421875,0.5593627164474435
Quantile (uniform),HDBSCAN,29,10,8,0.01,correlation,30,20,leaf,,,0.6264815330505371,2041.2861328125,0.524819380318739
Quantile (uniform),HDBSCAN,56,10,8,0.01,euclidean,10,15,eom,,,0.7131955623626709,3060.57568359375,0.36963511192562787
Quantile (uniform),HDBSCAN,73,10,8,0.01,euclidean,10,15,leaf,,,0.7532285451889038,7977.18408203125,0.331978133309861
Quantile (uniform),HDBSCAN,31,10,8,0.01,euclidean,10,20,eom,,,0.6097801327705383,1890.239990234375,0.5229960140952742
Quantile (uniform),HDBSCAN,45,10,8,0.01,euclidean,10,20,leaf,,,0.7201095819473267,5341.5888671875,0.37075090270710065
Quantile (uniform),HDBSCAN,23,10,8,0.01,euclidean,30,15,eom,,,0.572382390499115,1874.064697265625,0.631777709150582
Quantile (uniform),HDBSCAN,30,10,8,0.01,euclidean,30,15,leaf,,,0.6029370427131653,3242.75146484375,0.5676898921431732
Quantile (uniform),HDBSCAN,21,10,8,0.01,euclidean,30,20,eom,,,0.5812409520149231,1947.302734375,0.6338588877332819
Quantile (uniform),HDBSCAN,26,10,8,0.01,euclidean,30,20,leaf,,,0.6342099905014038,2410.638916015625,0.5392761479300366
Quantile (uniform),HDBSCAN,62,10,8,0.1,correlation,10,15,eom,,,0.6904153227806091,3259.05419921875,0.40663411227525287
Quantile (uniform),HDBSCAN,69,10,8,0.1,correlation,10,15,leaf,,,0.710215151309967,3833.33984375,0.3813245143766623
Quantile (uniform),HDBSCAN,36,10,8,0.1,correlation,10,20,eom,,,0.6301412582397461,1710.622314453125,0.4848487429818145
Quantile (uniform),HDBSCAN,42,10,8,0.1,correlation,10,20,leaf,,,0.6994888186454773,2648.9912109375,0.40966341609757384
Quantile (uniform),HDBSCAN,28,10,8,0.1,correlation,30,15,eom,,,0.5303748250007629,1209.191162109375,0.6164939236418856
Quantile (uniform),HDBSCAN,30,10,8,0.1,correlation,30,15,leaf,,,0.5837507247924805,1182.7418212890625,0.5948399505692045
Quantile (uniform),HDBSCAN,25,10,8,0.1,correlation,30,20,eom,,,0.5106971263885498,1126.547119140625,0.6025186165197671
Quantile (uniform),HDBSCAN,27,10,8,0.1,correlation,30,20,leaf,,,0.5475465655326843,1169.320556640625,0.5816933430431147
Quantile (uniform),HDBSCAN,52,10,8,0.1,euclidean,10,15,eom,,,0.6427081227302551,1527.15283203125,0.40819986967634797
Quantile (uniform),HDBSCAN,67,10,8,0.1,euclidean,10,15,leaf,,,0.726294994354248,5109.1796875,0.3722014590815797
Quantile (uniform),HDBSCAN,30,10,8,0.1,euclidean,10,20,eom,,,0.584861695766449,1634.6014404296875,0.5031806663078402
Quantile (uniform),HDBSCAN,43,10,8,0.1,euclidean,10,20,leaf,,,0.6749939322471619,2923.896728515625,0.4528985271259737
Quantile (uniform),HDBSCAN,24,10,8,0.1,euclidean,30,15,eom,,,0.5558590888977051,1795.6607666015625,0.5867060366978144
Quantile (uniform),HDBSCAN,29,10,8,0.1,euclidean,30,15,leaf,,,0.5816830992698669,2205.1953125,0.6020025308524848
Quantile (uniform),HDBSCAN,17,10,8,0.1,euclidean,30,20,eom,,,0.4587903618812561,993.6983642578125,0.6218185316278976
Quantile (uniform),HDBSCAN,27,10,8,0.1,euclidean,30,20,leaf,,,0.5907761454582214,2092.80126953125,0.5971180755504653
Quantile (uniform),HDBSCAN,60,10,8,0.2,correlation,10,15,eom,,,0.6720148324966431,2116.4619140625,0.4298946156047661
Quantile (uniform),HDBSCAN,69,10,8,0.2,correlation,10,15,leaf,,,0.714831531047821,3131.15087890625,0.3987502190972423
Quantile (uniform),HDBSCAN,36,10,8,0.2,correlation,10,20,eom,,,0.6220298409461975,1422.3472900390625,0.47805691190889
Quantile (uniform),HDBSCAN,43,10,8,0.2,correlation,10,20,leaf,,,0.6818132400512695,2194.1982421875,0.43535409812848136
Quantile (uniform),HDBSCAN,23,10,8,0.2,correlation,30,15,eom,,,0.48223352432250977,978.7586059570312,0.6882544002623499
Quantile (uniform),HDBSCAN,23,10,8,0.2,correlation,30,15,leaf,,,0.48223352432250977,978.7586059570312,0.6882544002623499
Quantile (uniform),HDBSCAN,18,10,8,0.2,correlation,30,20,eom,,,0.4338085949420929,818.5562133789062,0.7091784729412792
Quantile (uniform),HDBSCAN,20,10,8,0.2,correlation,30,20,leaf,,,0.5224481821060181,1058.438232421875,0.6567497121253415
Quantile (uniform),HDBSCAN,35,10,8,0.2,euclidean,10,15,eom,,,0.49801105260849,490.5649108886719,0.5120642570378917
Quantile (uniform),HDBSCAN,66,10,8,0.2,euclidean,10,15,leaf,,,0.7052648067474365,2856.16796875,0.40599139325102945
Quantile (uniform),HDBSCAN,23,10,8,0.2,euclidean,10,20,eom,,,0.46104416251182556,569.035888671875,0.5582980037982842
Quantile (uniform),HDBSCAN,41,10,8,0.2,euclidean,10,20,leaf,,,0.6764809489250183,1452.0635986328125,0.4312596823786249
Quantile (uniform),HDBSCAN,11,10,8,0.2,euclidean,30,15,eom,,,0.424595445394516,759.1504516601562,0.8068283221451314
Quantile (uniform),HDBSCAN,26,10,8,0.2,euclidean,30,15,leaf,,,0.5148303508758545,1003.9512939453125,0.7226039115453502
Quantile (uniform),HDBSCAN,13,10,8,0.2,euclidean,30,20,eom,,,0.4611007869243622,778.9326171875,0.6592423466473858
Quantile (uniform),HDBSCAN,19,10,8,0.2,euclidean,30,20,leaf,,,0.4962711036205292,1032.9471435546875,0.7028039967516808
Quantile (uniform),HDBSCAN,69,10,15,0.01,correlation,10,15,eom,,,0.724142849445343,9353.638671875,0.36154968940481974
Quantile (uniform),HDBSCAN,70,10,15,0.01,correlation,10,15,leaf,,,0.7250756025314331,9573.60546875,0.3620756122888608
Quantile (uniform),HDBSCAN,39,10,15,0.01,correlation,10,20,eom,,,0.6082637906074524,3173.574462890625,0.5091990525143257
Quantile (uniform),HDBSCAN,41,10,15,0.01,correlation,10,20,leaf,,,0.6132585406303406,3032.494140625,0.4852884258309562
Quantile (uniform),HDBSCAN,28,10,15,0.01,correlation,30,15,eom,,,0.534741997718811,3185.845703125,0.6437685549970371
Quantile (uniform),HDBSCAN,31,10,15,0.01,correlation,30,15,leaf,,,0.5570408701896667,3375.800048828125,0.5996415930565072
Quantile (uniform),HDBSCAN,24,10,15,0.01,correlation,30,20,eom,,,0.5165771245956421,2371.237548828125,0.6044985621102269
Quantile (uniform),HDBSCAN,26,10,15,0.01,correlation,30,20,leaf,,,0.5634517073631287,3390.86279296875,0.6076338555388949
Quantile (uniform),HDBSCAN,58,10,15,0.01,euclidean,10,15,eom,,,0.65213543176651,3393.159912109375,0.41588344531160076
Quantile (uniform),HDBSCAN,65,10,15,0.01,euclidean,10,15,leaf,,,0.708687961101532,6332.54150390625,0.39671531423057393
Quantile (uniform),HDBSCAN,40,10,15,0.01,euclidean,10,20,eom,,,0.6379654407501221,2909.1171875,0.44978320675549066
Quantile (uniform),HDBSCAN,51,10,15,0.01,euclidean,10,20,leaf,,,0.7003675699234009,5155.82958984375,0.396702710891
Quantile (uniform),HDBSCAN,21,10,15,0.01,euclidean,30,15,eom,,,0.46503469347953796,2227.478759765625,0.6369451640650231
Quantile (uniform),HDBSCAN,30,10,15,0.01,euclidean,30,15,leaf,,,0.5473966598510742,3368.537353515625,0.6250345926027046
Quantile (uniform),HDBSCAN,12,10,15,0.01,euclidean,30,20,eom,,,0.2939898669719696,547.5868530273438,0.7244506223980877
Quantile (uniform),HDBSCAN,24,10,15,0.01,euclidean,30,20,leaf,,,0.5332241058349609,2508.3603515625,0.5806463289666964
Quantile (uniform),HDBSCAN,59,10,15,0.1,correlation,10,15,eom,,,0.6737542152404785,3215.11328125,0.40895796981107424
Quantile (uniform),HDBSCAN,62,10,15,0.1,correlation,10,15,leaf,,,0.6766271591186523,3467.0693359375,0.40505667140307544
Quantile (uniform),HDBSCAN,36,10,15,0.1,correlation,10,20,eom,,,0.6260008215904236,2138.224365234375,0.48780407319515073
Quantile (uniform),HDBSCAN,38,10,15,0.1,correlation,10,20,leaf,,,0.6410296559333801,2508.28515625,0.47146002042330204
Quantile (uniform),HDBSCAN,25,10,15,0.1,correlation,30,15,eom,,,0.5449660420417786,2132.4521484375,0.6190845133257832
Quantile (uniform),HDBSCAN,26,10,15,0.1,correlation,30,15,leaf,,,0.5504993796348572,2166.486328125,0.6130446727447667
Quantile (uniform),HDBSCAN,22,10,15,0.1,correlation,30,20,eom,,,0.5367729067802429,1514.5462646484375,0.618078540049282
Quantile (uniform),HDBSCAN,23,10,15,0.1,correlation,30,20,leaf,,,0.5869258642196655,2355.61767578125,0.5909991809372512
Quantile (uniform),HDBSCAN,53,10,15,0.1,euclidean,10,15,eom,,,0.6206480264663696,1849.648193359375,0.44154011077405386
Quantile (uniform),HDBSCAN,64,10,15,0.1,euclidean,10,15,leaf,,,0.7047966718673706,4283.87353515625,0.4028968107019103
Quantile (uniform),HDBSCAN,39,10,15,0.1,euclidean,10,20,eom,,,0.6338823437690735,1948.027099609375,0.46090453450142405
Quantile (uniform),HDBSCAN,45,10,15,0.1,euclidean,10,20,leaf,,,0.684768795967102,3232.529052734375,0.42750815706513834
Quantile (uniform),HDBSCAN,17,10,15,0.1,euclidean,30,15,eom,,,0.31750693917274475,516.8668823242188,0.7976315210368828
Quantile (uniform),HDBSCAN,28,10,15,0.1,euclidean,30,15,leaf,,,0.5410740375518799,2062.390380859375,0.7029589403454135
Quantile (uniform),HDBSCAN,16,10,15,0.1,euclidean,30,20,eom,,,0.3270540237426758,530.8284912109375,0.7948983436078074
Quantile (uniform),HDBSCAN,24,10,15,0.1,euclidean,30,20,leaf,,,0.5621567368507385,1911.0716552734375,0.6401189531726603
Quantile (uniform),HDBSCAN,55,10,15,0.2,correlation,10,15,eom,,,0.6581913828849792,2212.5341796875,0.45109280899829907
Quantile (uniform),HDBSCAN,58,10,15,0.2,correlation,10,15,leaf,,,0.666985809803009,2146.124755859375,0.4349592951136594
Quantile (uniform),HDBSCAN,31,10,15,0.2,correlation,10,20,eom,,,0.5271380543708801,955.1077270507812,0.5700972042439283
Quantile (uniform),HDBSCAN,37,10,15,0.2,correlation,10,20,leaf,,,0.6028590798377991,1371.390869140625,0.5258311373785819
Quantile (uniform),HDBSCAN,20,10,15,0.2,correlation,30,15,eom,,,0.4537138044834137,1118.7120361328125,0.7389945956329818
Quantile (uniform),HDBSCAN,24,10,15,0.2,correlation,30,15,leaf,,,0.5020357370376587,1218.1551513671875,0.6970291811546406
Quantile (uniform),HDBSCAN,12,10,15,0.2,correlation,30,20,eom,,,0.4312335252761841,878.7423095703125,0.6958332651833444
Quantile (uniform),HDBSCAN,22,10,15,0.2,correlation,30,20,leaf,,,0.540614664554596,1333.0841064453125,0.6555125150951097
Quantile (uniform),HDBSCAN,50,10,15,0.2,euclidean,10,15,eom,,,0.6069011688232422,1165.184814453125,0.4783867262157459
Quantile (uniform),HDBSCAN,58,10,15,0.2,euclidean,10,15,leaf,,,0.6714403033256531,2277.754638671875,0.4525639562162484
Quantile (uniform),HDBSCAN,35,10,15,0.2,euclidean,10,20,eom,,,0.5753204822540283,1194.4234619140625,0.5613719285414143
Quantile (uniform),HDBSCAN,44,10,15,0.2,euclidean,10,20,leaf,,,0.640832781791687,1684.8780517578125,0.475395681732583
Quantile (uniform),HDBSCAN,2,10,15,0.2,euclidean,30,15,eom,,,0.06400326639413834,104.248779296875,1.4196012653231262
Quantile (uniform),HDBSCAN,25,10,15,0.2,euclidean,30,15,leaf,,,0.49510738253593445,1313.18505859375,0.7495235818529923
Quantile (uniform),HDBSCAN,2,10,15,0.2,euclidean,30,20,eom,,,0.06400326639413834,104.248779296875,1.4196012653231262
Quantile (uniform),HDBSCAN,22,10,15,0.2,euclidean,30,20,leaf,,,0.5134738087654114,1138.7369384765625,0.7448000476822311
Quantile (uniform),HDBSCAN,60,10,30,0.01,correlation,10,15,eom,,,0.6580254435539246,3942.687255859375,0.3954689971805008
Quantile (uniform),HDBSCAN,67,10,30,0.01,correlation,10,15,leaf,,,0.7102496027946472,5613.9912109375,0.37654760760420924
Quantile (uniform),HDBSCAN,37,10,30,0.01,correlation,10,20,eom,,,0.6148730516433716,3053.2841796875,0.4543999567895063
Quantile (uniform),HDBSCAN,39,10,30,0.01,correlation,10,20,leaf,,,0.6571049690246582,3311.894775390625,0.42553393133443773
Quantile (uniform),HDBSCAN,27,10,30,0.01,correlation,30,15,eom,,,0.5608709454536438,2694.117919921875,0.5666961383103166
Quantile (uniform),HDBSCAN,27,10,30,0.01,correlation,30,15,leaf,,,0.5608709454536438,2694.117919921875,0.5666961383103166
Quantile (uniform),HDBSCAN,24,10,30,0.01,correlation,30,20,eom,,,0.576683521270752,2923.24560546875,0.5377927888297462
Quantile (uniform),HDBSCAN,25,10,30,0.01,correlation,30,20,leaf,,,0.5701466798782349,2799.115478515625,0.5535367832601785
Quantile (uniform),HDBSCAN,47,10,30,0.01,euclidean,10,15,eom,,,0.5957391262054443,1975.283447265625,0.5002935021983237
Quantile (uniform),HDBSCAN,60,10,30,0.01,euclidean,10,15,leaf,,,0.6538821458816528,4626.66064453125,0.4513241552856767
Quantile (uniform),HDBSCAN,38,10,30,0.01,euclidean,10,20,eom,,,0.6126793026924133,2725.0068359375,0.4764089595744423
Quantile (uniform),HDBSCAN,46,10,30,0.01,euclidean,10,20,leaf,,,0.6652709245681763,3871.79248046875,0.4441945728428681
Quantile (uniform),HDBSCAN,25,10,30,0.01,euclidean,30,15,eom,,,0.4921804666519165,2069.633544921875,0.6845108036398393
Quantile (uniform),HDBSCAN,31,10,30,0.01,euclidean,30,15,leaf,,,0.5626017451286316,2954.251708984375,0.6254729779386644
Quantile (uniform),HDBSCAN,22,10,30,0.01,euclidean,30,20,eom,,,0.5493982434272766,3046.281494140625,0.6224053147322295
Quantile (uniform),HDBSCAN,26,10,30,0.01,euclidean,30,20,leaf,,,0.5748453736305237,3040.96435546875,0.6030068382091979
Quantile (uniform),HDBSCAN,54,10,30,0.1,correlation,10,15,eom,,,0.5814548134803772,1951.422119140625,0.4632462050932636
Quantile (uniform),HDBSCAN,60,10,30,0.1,correlation,10,15,leaf,,,0.6614331603050232,3264.861328125,0.43117793190024234
Quantile (uniform),HDBSCAN,35,10,30,0.1,correlation,10,20,eom,,,0.592415452003479,1907.8338623046875,0.48799287919336093
Quantile (uniform),HDBSCAN,39,10,30,0.1,correlation,10,20,leaf,,,0.6458208560943604,2557.41455078125,0.4641627768648418
Quantile (uniform),HDBSCAN,23,10,30,0.1,correlation,30,15,eom,,,0.5123438835144043,1754.029052734375,0.6792563498402543
Quantile (uniform),HDBSCAN,26,10,30,0.1,correlation,30,15,leaf,,,0.5403780341148376,2118.3828125,0.6437440737106261
Quantile (uniform),HDBSCAN,19,10,30,0.1,correlation,30,20,eom,,,0.5136350989341736,1738.597900390625,0.6421070154196675
Quantile (uniform),HDBSCAN,19,10,30,0.1,correlation,30,20,leaf,,,0.5136350989341736,1738.597900390625,0.6421070154196675
Quantile (uniform),HDBSCAN,49,10,30,0.1,euclidean,10,15,eom,,,0.6073939204216003,2374.103759765625,0.5001045246110369
Quantile (uniform),HDBSCAN,55,10,30,0.1,euclidean,10,15,leaf,,,0.6303809881210327,2458.713134765625,0.4745982989320351
Quantile (uniform),HDBSCAN,37,10,30,0.1,euclidean,10,20,eom,,,0.5919149518013,1692.67578125,0.5224268490664125
Quantile (uniform),HDBSCAN,44,10,30,0.1,euclidean,10,20,leaf,,,0.6477984189987183,2276.167236328125,0.4856892722462874
Quantile (uniform),HDBSCAN,19,10,30,0.1,euclidean,30,15,eom,,,0.4821811318397522,1620.57763671875,0.7163014940550252
Quantile (uniform),HDBSCAN,25,10,30,0.1,euclidean,30,15,leaf,,,0.5341358184814453,1650.090087890625,0.6745003187750679
Quantile (uniform),HDBSCAN,16,10,30,0.1,euclidean,30,20,eom,,,0.43450793623924255,1078.89990234375,0.667477711152427
Quantile (uniform),HDBSCAN,22,10,30,0.1,euclidean,30,20,leaf,,,0.5324368476867676,1527.4210205078125,0.6842987697654703
Quantile (uniform),HDBSCAN,53,10,30,0.2,correlation,10,15,eom,,,0.5898711681365967,1275.746826171875,0.5071742640396623
Quantile (uniform),HDBSCAN,56,10,30,0.2,correlation,10,15,leaf,,,0.6258075833320618,1676.1690673828125,0.49291853831354804
Quantile (uniform),HDBSCAN,32,10,30,0.2,correlation,10,20,eom,,,0.5622186064720154,1271.5982666015625,0.5599892602421629
Quantile (uniform),HDBSCAN,37,10,30,0.2,correlation,10,20,leaf,,,0.6147783994674683,1669.274658203125,0.5226568700706263
Quantile (uniform),HDBSCAN,24,10,30,0.2,correlation,30,15,eom,,,0.47669583559036255,1272.953857421875,0.7292342710756691
Quantile (uniform),HDBSCAN,27,10,30,0.2,correlation,30,15,leaf,,,0.5151962041854858,1364.3924560546875,0.6799199784444395
Quantile (uniform),HDBSCAN,19,10,30,0.2,correlation,30,20,eom,,,0.43171900510787964,862.7799072265625,0.7151448594631629
Quantile (uniform),HDBSCAN,22,10,30,0.2,correlation,30,20,leaf,,,0.5290629863739014,1324.7225341796875,0.6331605527121146
Quantile (uniform),HDBSCAN,48,10,30,0.2,euclidean,10,15,eom,,,0.553947389125824,1297.78173828125,0.5547745918973203
Quantile (uniform),HDBSCAN,55,10,30,0.2,euclidean,10,15,leaf,,,0.6309170722961426,1879.93017578125,0.5016991103385315
Quantile (uniform),HDBSCAN,33,10,30,0.2,euclidean,10,20,eom,,,0.5081390738487244,1111.3970947265625,0.6125985245508364
Quantile (uniform),HDBSCAN,39,10,30,0.2,euclidean,10,20,leaf,,,0.605383574962616,1570.0958251953125,0.5472108194985247
Quantile (uniform),HDBSCAN,19,10,30,0.2,euclidean,30,15,eom,,,0.4341000020503998,1086.828857421875,0.7984342012303941
Quantile (uniform),HDBSCAN,22,10,30,0.2,euclidean,30,15,leaf,,,0.48748263716697693,1173.3267822265625,0.7705731927893417
Quantile (uniform),HDBSCAN,19,10,30,0.2,euclidean,30,20,eom,,,0.5029898285865784,1354.45556640625,0.703158585725124
Quantile (uniform),HDBSCAN,22,10,30,0.2,euclidean,30,20,leaf,,,0.5471658110618591,1348.258056640625,0.6654234224027541
MinMax,HDBSCAN,56,3,8,0.01,correlation,10,15,eom,,,-0.08589029312133789,79.94075012207031,6.468212424563073
MinMax,HDBSCAN,59,3,8,0.01,correlation,10,15,leaf,,,-0.09562743455171585,75.57694244384766,6.604230274437609
MinMax,HDBSCAN,44,3,8,0.01,correlation,10,20,eom,,,-0.06100903078913689,88.55106353759766,4.484431953401367
MinMax,HDBSCAN,47,3,8,0.01,correlation,10,20,leaf,,,-0.07434350252151489,79.6622314453125,4.970171709799577
MinMax,HDBSCAN,24,3,8,0.01,correlation,30,15,eom,,,-0.04223457723855972,163.70555114746094,3.8008251432027094
MinMax,HDBSCAN,27,3,8,0.01,correlation,30,15,leaf,,,-0.028502436354756355,140.05361938476562,4.179302991626948
MinMax,HDBSCAN,24,3,8,0.01,correlation,30,20,eom,,,-0.01924699731171131,161.3311309814453,3.8614341438428923
MinMax,HDBSCAN,26,3,8,0.01,correlation,30,20,leaf,,,-0.0030928896740078926,145.00730895996094,4.684810608576523
MinMax,HDBSCAN,60,3,8,0.01,euclidean,10,15,eom,,,0.6705719232559204,3674.528076171875,0.42827110443382665
MinMax,HDBSCAN,67,3,8,0.01,euclidean,10,15,leaf,,,0.6947591304779053,4313.6025390625,0.404151943799522
MinMax,HDBSCAN,39,3,8,0.01,euclidean,10,20,eom,,,0.6384894847869873,2702.926025390625,0.477308236235247
MinMax,HDBSCAN,44,3,8,0.01,euclidean,10,20,leaf,,,0.6656670570373535,3725.4541015625,0.4441352580673117
MinMax,HDBSCAN,26,3,8,0.01,euclidean,30,15,eom,,,0.5502915978431702,2232.8212890625,0.5843625939119421
MinMax,HDBSCAN,30,3,8,0.01,euclidean,30,15,leaf,,,0.5550845861434937,2298.534423828125,0.5773615181885877
